,hostel,hostel_info,link
1592,Flying Pig Downtown,"[>8.5, Awards:10, Netherlands, Amsterdam, Free Breakfast, Linen Included, Free WiFi , Security Lockers, Key Card Access, Common Room, Elevator, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, 24 Hour Security, Bar, Cafe, Pool Table, Credit Cards Accepted, No Curfew, H_t10]",http://www.hostelworld.com/hosteldetails.php/Flying-Pig-Downtown/Amsterdam/641
1593,Civic Guest House Backpackers Hostel,"[>8.5, Awards:0, Australia, Townsville, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Common Room, Bicycle Parking, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Parking, Ceiling Fan, Safe Deposit Box, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Vending Machines, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Pool Table, Age Restriction, Credit Cards Accepted, No Curfew, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Civic-Guest-House-Backpackers-Hostel/Townsville/48987
1594,Bamboo Paradise,"[>8.5, Awards:0, Indonesia, Padang Bai, Free Breakfast, Linen Included, Towels Included, Free WiFi , Security Lockers, Air Conditioning, Book Exchange, Hot Showers, Outdoor Terrace, Ceiling Fan, Steam Room, Laundry Facilities, Airport Transfers, Luggage Storage, Tours/Travel Desk, Cafe, DVD's, Child Friendly, Credit Cards Not Accepted, No Curfew, Pet Friendly, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Bamboo-Paradise/Padang-Bai/67606
1595,In Da Lodge,"[7-8.5, Awards:0, Indonesia, Ubud, Linen Included, Free Parking, Free City Maps, Free WiFi , Security Lockers, Swimming Pool, Bicycle Parking, BBQ, Breakfast Not Included, Meeting Rooms, Hot Showers, Outdoor Terrace, Reading Light, Outdoor Swimming Pool, Ceiling Fan, Safe Deposit Box, Steam Room, Internet Access, Towels for hire, Luggage Storage, Tours/Travel Desk, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Age Restriction, Credit Cards Not Accepted, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/In-Da-Lodge/Ubud/83626
1596,The Happy Mango Tree,"[7-8.5, Awards:0, Indonesia, Ubud, Linen Included, Free Parking, Free City Maps, Free WiFi , Security Lockers, Common Room, Breakfast Not Included, Book Exchange, Hot Showers, Outdoor Terrace, Ceiling Fan, Steam Room, Airport Transfers, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Age Restriction, Credit Cards Not Accepted, H_t8]",http://www.hostelworld.com/hosteldetails.php/The-Happy-Mango-Tree/Ubud/80808
1597,Surf Riders Fuerteventura,"[>8.5, Awards:0, Spain, Fuerteventura, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi , Security Lockers, Swimming Pool, Common Room, BBQ, Self-Catering Facilities, Cable TV, Outdoor Terrace, Parking, Outdoor Swimming Pool, Steam Room, Airport Transfers, Bicycle Hire, Tours/Travel Desk, Housekeeping, Age Restriction, Credit Cards Accepted, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Surf-Riders-Fuerteventura/Fuerteventura/66904
1598,Far Out Beach Club,"[>8.5, Awards:0, Greece, Ios, Linen Included, Free Parking, Free City Maps, Free WiFi , Swimming Pool, Common Room, Bicycle Parking, Breakfast Not Included, Fitness Centre, Air Conditioning, Hot Showers, Outdoor Terrace, Parking, Outdoor Swimming Pool, Safe Deposit Box, Internet Access, Laundry Facilities, Fax Service, 24 Hour Reception, ATM, Postal Service, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Mini-Supermarket, Cafe, Pool Table, Foosball, Credit Cards Accepted, No Curfew, Pet Friendly, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Far-Out-Beach-Club/Ios/4118
1599,Hotel Antonia,"[>8.5, Awards:0, Greece, Santorini, Free Parking, Free City Maps, Free WiFi, Free Airport Transfer , Breakfast Not Included, Air Conditioning, Cots Available, Outdoor Swimming Pool, Hair Dryers, Safe Deposit Box, Airport Transfers, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Hotel-Antonia/Santorini/10131
1600,Athenstyle,"[7-8.5, Awards:0, Greece, Athens, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Elevator, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Jobs Board, Hair Dryers For Hire, Safe Deposit Box, Steam Room, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Restaurant, Bar, Vending Machines, Cafe, Nightclub, DVD's, Pool Table, Wi-Fi, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, H_t6]",http://www.hostelworld.com/hosteldetails.php/Athenstyle/Athens/24444
1601,Arts Factory Lodge,"[7-8.5, Awards:0, Australia, Byron Bay, Linen Included, Free Parking , Wheelchair Friendly, Security Lockers, Swimming Pool, Common Room, Bicycle Parking, Outdoor Terrace, Hair Dryers For Hire, Parking, Card Phones, Steam Room, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Late check-out, Reception (limited hours), Restaurant, Bar, Cafe, Games Room, Pool Table, Credit Cards Accepted, No Curfew, H_t7]",http://www.hostelworld.com/hosteldetails.php/Arts-Factory-Lodge/Byron-Bay/364
1602,Mango Tourist Hostel,"[>8.5, Awards:0, Australia, Hervey Bay, Linen Included, Free Parking, Free WiFi , Common Room, Bicycle Parking, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Parking, Ceiling Fan, Washing Machine, Internet Access, Towels for hire, Tours/Travel Desk, Vending Machines, Child Friendly, No Curfew, Pet Friendly, H_t3]",http://www.hostelworld.com/hosteldetails.php/Mango-Tourist-Hostel/Hervey-Bay/19870
1603,1770 Southern Cross Backpackers,"[7-8.5, Awards:0, Australia, Agnes Water - Town of 1770, Free Breakfast, Linen Included, Free Parking, Free WiFi, Free Internet Access , Swimming Pool, Common Room, Bicycle Parking, BBQ, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Jobs Board, Parking, Outdoor Swimming Pool, Ceiling Fan, Card Phones, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Late check-out, Reception (limited hours), Bar, Vending Machines, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Pool Table, Foosball, Credit Cards Accepted, No Curfew, H_t4]",http://www.hostelworld.com/hosteldetails.php/1770-Southern-Cross-Backpackers/Agnes-Water-Town-of-1770/20591
1604,Lisboa Central Hostel,"[>8.5, Awards:7, Portugal, Lisbon, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access, Free City Tour , Security Lockers, Key Card Access, Common Room, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Ceiling Fan, Microwave, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Bar, Cafe, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Games Room, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Lisboa-Central-Hostel/Lisbon/7003
1605,Bodega Bangkok,"[>8.5, Awards:0, Thailand, Bangkok, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Ceiling Fan, Steam Room, Laundry Facilities, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Cafe, Board Games, Games Room, Credit Cards Accepted, No Curfew, Taxes Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/Bodega-Bangkok/Bangkok/81843
1606,Hug Hostel,"[>8.5, Awards:1, Thailand, Chiang Mai, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Air Conditioning, Hot Showers, Cable TV, Outdoor Terrace, Reading Light, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Restaurant, Bar, Cafe, DVD's, Board Games, Games Room, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Hug-Hostel/Chiang-Mai/88608
1607,Hostel Revolution,"[>8.5, Awards:2, Ecuador, Quito, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Breakfast Not Included, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers, Steam Room, Internet Access, Airport Transfers, Towels for hire, Luggage Storage, Tours/Travel Desk, Housekeeping, Bar, Tea & Coffee Making Facilities, DVD's, Foosball, No Curfew, H_t9]",http://www.hostelworld.com/hosteldetails.php/Hostel-Revolution/Quito/19541
1608,Comrade Hostel,"[>8.5, Awards:0, Russia, Moscow, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Air Conditioning, Adaptors, Book Exchange, Self-Catering Facilities, Reading Light, Hair Dryers, Washing Machine, Steam Room, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, Credit Cards Not Accepted, No Curfew, Non Smoking, Pet Friendly, H_t10]",http://www.hostelworld.com/hosteldetails.php/Comrade-Hostel/Moscow/22947
1609,Casa de la Musica Hostel,"[7-8.5, Awards:0, Hungary, Budapest, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Self-Catering Facilities, Outdoor Terrace, Hair Dryers For Hire, Hair Dryers, Iron / Ironing Board, Safe Deposit Box, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Bar, Tea & Coffee Making Facilities, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Casa-de-la-Musica-Hostel/Budapest/35474
1610,Sunnide Resort,"[7-8.5, Awards:0, Japan, Mount Fuji, Free Parking , Air Conditioning, Reading Light, Parking, Internet Access, Luggage Storage, Tours/Travel Desk, Restaurant, Tea & Coffee Making Facilities, Child Friendly, H_t6]",http://www.hostelworld.com/hosteldetails.php/Sunnide-Resort/Mount-Fuji/5234
1611,Old Town Brasov Hostel,"[7-8.5, Awards:0, Romania, Brasov, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Breakfast Not Included, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Parking, Hair Dryers, Ceiling Fan, Safe Deposit Box, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Vending Machines, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t8]",http://www.hostelworld.com/hosteldetails.php/Old-Town-Brasov-Hostel/Brasov/35631
1612,Livingstone Backpackers,"[7-8.5, Awards:1, Zambia, Livingstone, Linen Included, Free Parking, Free City Maps, Free Airport Transfer , Security Lockers, Swimming Pool, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Hot Tub, Cable TV, Parking, Outdoor Swimming Pool, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Cafe, , H_t2]",http://www.hostelworld.com/hosteldetails.php/Livingstone-Backpackers/Livingstone/35013
1613,Southend Hostel Bremen,"[5-7, Awards:0, Germany, Bremen, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Hot Showers, Linen Not Included, Self-Catering Facilities, Hair Dryers For Hire, Parking, Washing Machine, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, Tea & Coffee Making Facilities, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, H_t6]",http://www.hostelworld.com/hosteldetails.php/Southend-Hostel-Bremen/Bremen/32269
1614,Albergue Vila Carioca Hostel,"[7-8.5, Awards:0, Brazil, Rio de Janeiro, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi , Security Lockers, Common Room, Bicycle Parking, BBQ, Air Conditioning, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Safe Deposit Box, Card Phones, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Late check-out, Reception (limited hours), Bar, Cafe, Tea & Coffee Making Facilities, Wii, DVD's, Games Room, Credit Cards Accepted, No Curfew, H_t10]",http://www.hostelworld.com/hosteldetails.php/Albergue-Vila-Carioca-Hostel/Rio-de-Janeiro/10456
1615,Blue Mountains Backpacker Hostel,"[>8.5, Awards:0, Australia, Blue Mountains, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Bicycle Parking, BBQ, Book Exchange, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Hair Dryers, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Board Games, Pool Table, Credit Cards Accepted, No Curfew, H_t10]",http://www.hostelworld.com/hosteldetails.php/Blue-Mountains-Backpacker-Hostel/Blue-Mountains/33977
1616,Casa Felisa,"[>8.5, Awards:0, Spain, Santiago de Compostela, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Breakfast Not Included, Outdoor Terrace, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, Restaurant, Bar, , H_t9]",http://www.hostelworld.com/hosteldetails.php/Casa-Felisa/Santiago-de-Compostela/16668
1617,Albergo Argentina,"[>8.5, Awards:0, Italy, Genoa, Free City Maps, Free WiFi , Elevator, Breakfast Not Included, Adaptors, Book Exchange, Hair Dryers, Laundry Facilities, Luggage Storage, Fax Service, Housekeeping, Business Centre, Vending Machines, Credit Cards Accepted, No Curfew, Pet Friendly, Taxes Not Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/Albergo-Argentina/Genoa/21740
1618,O de Casa Hostel Bar,"[>8.5, Awards:0, Brazil, Sao Paulo, Linen Included, Free City Maps, Free WiFi , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Hair Dryers, Ceiling Fan, Steam Room, Internet Access, Airport Transfers, Bicycle Hire, Towels for hire, 24 Hour Reception, Currency Exchange, 24 Hour Security, Housekeeping, Bar, Cafe, Games Room, Credit Cards Accepted, No Curfew, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/O-de-Casa-Hostel-Bar/Sao-Paulo/46144
1619,Tucano House Backpackers B&B,"[>8.5, Awards:1, Brazil, Florianopolis, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Swimming Pool, Common Room, Bicycle Parking, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Parking, Outdoor Swimming Pool, Ceiling Fan, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Pool Table, Child Friendly, No Curfew, Pet Friendly, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Tucano-House-Backpackers-B-and-B/Florianopolis/23936
1620,Baroque Hostel,"[7-8.5, Awards:0, Hungary, Budapest, Linen Included, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Hot Showers, Self-Catering Facilities, Dryer, Cable TV, Outdoor Terrace, Reading Light, Parking, Hair Dryers, Iron / Ironing Board, Microwave, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Shuttle Bus, Tea & Coffee Making Facilities, PlayStation, DVD's, Wi-Fi, Child Friendly, Credit Cards Not Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Baroque-Hostel/Budapest/31171
1621,Generator Hamburg,"[7-8.5, Awards:1, Germany, Hamburg, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, Breakfast Not Included, Hot Showers, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Luggage Storage, 24 Hour Reception, ATM, 24 Hour Security, Housekeeping, Bar, Meals Available, Vending Machines, Cafe, Wi-Fi, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Generator-Hamburg/Hamburg/50885
1622,Goldenes Theater Hotel Salzburg,"[>8.5, Awards:0, Austria, Salzburg, Free Breakfast, Free Internet Access , Elevator, Cable TV, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Luggage Storage, Direct Dial Telephone, 24 Hour Reception, Tours/Travel Desk, Housekeeping, Bar, Minibar, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Goldenes-Theater-Hotel-Salzburg/Salzburg/39158
1623,Luxembourg City Hostel,"[7-8.5, Awards:6, Luxembourg, Luxembourg City, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, BBQ, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Safe Deposit Box, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, Postal Service, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Vending Machines, Cafe, Board Games, Games Room, Pool Table, Foosball, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, H_t7]",http://www.hostelworld.com/hosteldetails.php/Luxembourg-City-Hostel/Luxembourg-City/30068
1624,Tapir Hostel,"[7-8.5, Awards:0, Poland, Warsaw, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Adaptors, Hot Showers, Self-Catering Facilities, Reading Light, Hair Dryers For Hire, Hair Dryers, Internet Access, Towels for hire, 24 Hour Reception, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, Non Smoking, Pet Friendly, Taxes Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/Tapir-Hostel/Warsaw/65529
1625,Miss Sophie's Hotel,"[>8.5, Awards:0, Czech Republic, Prague, Linen Included, Free City Maps, Towels Included, Free WiFi, Free City Tour , Key Card Access, Elevator, Breakfast Not Included, Air Conditioning, Adaptors, Hot Showers, Cots Available, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers, Safe Deposit Box, Airport Transfers, Luggage Storage, 24 Hour Reception, Housekeeping, Reception (limited hours), Bar, Caf̩, Tea & Coffee Making Facilities, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Miss-Sophie-s-Hotel/Prague/96839
1626,Youth Hostel Zadar,"[7-8.5, Awards:0, Croatia, Zadar, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Bicycle Parking, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Fridge/Freezer, Outdoor Terrace, Parking, Hair Dryers, Safe Deposit Box, Card Phones, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Wake-up calls, Restaurant, Bar, Meals Available, Vending Machines, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Pet Friendly, Taxes Not Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Youth-Hostel-Zadar/Zadar/19949
1627,Hostal La Fuente,"[>8.5, Awards:0, Spain, Cordoba, Free WiFi, Free Internet Access , Breakfast Not Included, Air Conditioning, Cable TV, Hair Dryers, Credit Cards Accepted, No Curfew, H_t9]",http://www.hostelworld.com/hosteldetails.php/Hostal-La-Fuente/Cordoba/14119
1628,Triana Backpackers,"[>8.5, Awards:0, Spain, Seville, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Hot Tub, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, 24 Hour Security, Cafe, Tea & Coffee Making Facilities, PlayStation, DVD's, No Curfew, H_t4]",http://www.hostelworld.com/hosteldetails.php/Triana-Backpackers/Seville/15936
1629,Cecilia's Guest House,"[>8.5, Awards:0, France, Paris, Free Breakfast, Free Parking, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, Cots Available, Self-Catering Facilities, Outdoor Terrace, Parking, Hair Dryers, Ceiling Fan, Internet Access, Fax Service, Housekeeping, Tea & Coffee Making Facilities, Minibar, DVD's, Child Friendly, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Cecilia-s-Guest-House/Paris/23570
1630,Hostel Andrew,"[7-8.5, Awards:0, Italy, Rome, Linen Included, Free City Maps, Free WiFi , Security Lockers, Common Room, Elevator, Hot Showers, Self-Catering Facilities, Luggage Storage, Fax Service, 24 Hour Reception, Bar, No Curfew, H_t7]",http://www.hostelworld.com/hosteldetails.php/Hostel-Andrew/Rome/1396
1631,Apple Hostel,"[>8.5, Awards:0, Hong Kong, Hong Kong, Linen Included, Towels Included, Free WiFi, Free Internet Access , Common Room, Elevator, Breakfast Not Included, Air Conditioning, Adaptors, Hot Showers, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Card Phones, Internet Access, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Housekeeping, Credit Cards Accepted, Non Smoking, Taxes Included]",http://www.hostelworld.com/hosteldetails.php/Apple-Hostel/Hong-Kong/30730
1632,Russafa,"[>8.5, Awards:0, Spain, Valencia, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi , Security Lockers, Common Room, Hot Showers, Self-Catering Facilities, Reading Light, Hair Dryers, Ceiling Fan, Safe Deposit Box, Internet Access, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Vending Machines, Cafe, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Russafa/Valencia/11738
1633,Camping Rialto,"[7-8.5, Awards:0, Italy, Venice, Free City Maps , Breakfast Not Included, Hot Showers, Parking, Towels Not Included, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Bar, Mini-Supermarket, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, H_t3]",http://www.hostelworld.com/hosteldetails.php/Camping-Rialto/Venice/45188
1634,Reykjavik City Hostel,"[7-8.5, Awards:1, Iceland, Reykjavik, Linen Included, Free Parking, Free City Maps, Free WiFi , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Bicycle Parking, BBQ, Breakfast Not Included, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Linen Not Included, Cots Available, Self-Catering Facilities, Fridge/Freezer, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Outdoor Swimming Pool, Hair Dryers, Ceiling Fan, Safe Deposit Box, Microwave, Card Phones, Washing Machine, Towels Not Included, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Postal Service, 24 Hour Security, Housekeeping, Vending Machines, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Foosball, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Reykjavik-City-Hostel/Reykjavik/8792
1635,Hotel Sindibad,"[>8.5, Awards:0, Morocco, Agadir, Wheelchair Friendly, Security Lockers, Swimming Pool, Breakfast Not Included, Air Conditioning, Hot Showers, Parking, Safe Deposit Box , Luggage Storage, Fax Service, 24 Hour Reception, Currency Exchange, Restaurant, Bar, Credit Cards Accepted, No Curfew, H_t5]",http://www.hostelworld.com/hosteldetails.php/Hotel-Sindibad/Agadir/18841
1636,Tomato Kyoto Station,"[7-8.5, Awards:0, Japan, Kyoto, Linen Included, Free Internet Access , Common Room, Air Conditioning, Self-Catering Facilities, Cable TV, Hair Dryers For Hire, Steam Room, Internet Access, Bicycle Hire, No Curfew, H_t6]",http://www.hostelworld.com/hosteldetails.php/Tomato-Kyoto-Station/Kyoto/30310
1637,Hostel Veronique,"[5-7, Awards:0, Italy, Florence, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Elevator, Bicycle Parking, Breakfast Not Included, Adaptors, Hot Showers, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Card Phones, Steam Room, Internet Access, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, Postal Service, 24 Hour Security, Late check-out, Reception (limited hours), No Curfew, Non Smoking, Taxes Not Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Hostel-Veronique/Florence/13214
